"","row","col","value"
"233","28_fed_1","5_unfed_1",0.838888888888889
"234","28_fed_2","5_unfed_1",0.829787234042553
"235","28_unfed_1","5_unfed_1",0.685714285714286
"236","28_unfed_2","5_unfed_1",0.636363636363636
"237","5_fed_1","5_unfed_1",0.684491978609626
"238","5_fed_2","5_unfed_1",0.678756476683938
"239","5_unfed_1","5_unfed_1",0
"240","5_unfed_2","5_unfed_1",0.283018867924528
"241","0_fed_1","5_unfed_2",0.644067796610169
"242","0_fed_2","5_unfed_2",0.58433734939759
"243","0_unfed_1","5_unfed_2",0.280254777070064
"244","0_unfed_2","5_unfed_2",0.204081632653061
"245","18_fed_1","5_unfed_2",0.824742268041237
"246","18_fed_2","5_unfed_2",0.82741116751269
"247","18_unfed_1","5_unfed_2",0.525714285714286
"248","18_unfed_2","5_unfed_2",0.511627906976744
"249","28_fed_1","5_unfed_2",0.831460674157303
"250","28_fed_2","5_unfed_2",0.82258064516129
"251","28_unfed_1","5_unfed_2",0.691428571428571
"252","28_unfed_2","5_unfed_2",0.649717514124294
"253","5_fed_1","5_unfed_2",0.703703703703704
"254","5_fed_2","5_unfed_2",0.697435897435898
"255","5_unfed_1","5_unfed_2",0.283018867924528
"256","5_unfed_2","5_unfed_2",0
